cluster_id,n_months,slope_per_month,r2,last_month,last_count,next_month_projection
85,55,0.0357864357864358,0.08619582979462881,2025-05,5,4.965656565656566
86,57,0.032343790510759675,0.07370248626001752,2025-05,3,4.955513784461153
27,60,0.008280077799388724,0.004365646115034982,2025-05,6,4.952542372881356
45,59,0.01876095850379895,0.0271107731652257,2025-05,2,4.783167738164817
76,59,0.02086499123319696,0.029451769893099056,2025-05,4,4.761542957334892
28,59,0.017241379310344838,0.028428022631352134,2025-05,7,4.652834599649328
64,60,0.02014448457904974,0.027599530053186272,2025-05,2,4.531073446327683
43,60,-0.009224784662406227,0.006981675929906284,2025-05,2,4.385310734463277
49,59,0.0260666277030976,0.0552980684762423,2025-05,4,4.3752191700759795
42,60,-0.004806890803000836,0.0016834984322541269,2025-05,4,4.370056497175142
146,58,0.014026884862653412,0.01840924230088592,2025-05,3,4.344827586206897
23,59,0.009877264757451782,0.006624038666703802,2025-05,6,4.296317942723554
61,59,0.0119812974868498,0.015196496760009004,2025-05,3,4.206896551724138
29,58,-0.003045310529391865,0.0008281790783257748,2025-05,3,4.203266787658802
47,58,0.014426774124088704,0.01878588366316236,2025-05,3,4.201451905626135
63,58,-0.006275185333292324,0.002326648059147285,2025-05,2,4.159709618874773
37,59,-0.01706604324956167,0.023371525683899108,2025-05,3,4.1490356516656925
56,58,0.007843981666615402,0.004960766648817061,2025-05,2,4.076225045372051
62,60,0.009002500694637405,0.006764402191703156,2025-05,5,4.074576271186441
26,58,-0.001138146359469681,9.722403022938142e-05,2025-05,3,4.052631578947368
83,57,0.0018796992481202957,0.00027957016889890163,2025-05,2,4.036967418546366
46,60,-0.015226451792164494,0.023049987795873306,2025-05,3,4.035593220338983
79,60,0.01039177549319256,0.012409080569776298,2025-05,4,4.016949152542374
74,58,0.005752253222184622,0.0029085752190124436,2025-05,5,3.9800362976406536
22,59,0.013267095265926357,0.02085518860288149,2025-05,2,3.9742840444184684
84,55,0.008152958152958144,0.003921875767850969,2025-05,2,3.955555555555555
77,56,-0.0011619958988379993,6.37370416972649e-05,2025-05,2,3.9311688311688315
20,60,0.0006390664073353664,3.249250763104339e-05,2025-05,8,3.902824858757062
68,59,0.005727644652250144,0.00225871241162956,2025-05,3,3.8667445938047926
21,58,-0.009535820849610884,0.006572142704538542,2025-05,5,3.856624319419238
19,59,-0.0033313851548801873,0.0015242786769877892,2025-05,4,3.81531268264173
52,58,-0.011227660032606359,0.013466830758655957,2025-05,5,3.7894736842105257
57,59,-0.004441846873173586,0.0024014035904642572,2025-05,5,3.7819988310929276
87,60,-0.021783828841344825,0.03674380768419627,2025-05,3,3.7355932203389832
50,58,0.008705281614322189,0.009177167143062825,2025-05,4,3.687840290381125
75,58,-0.006982681718908609,0.005013305022966041,2025-05,2,3.5698729582577133
24,60,-0.008752431230897473,0.007522553445382663,2025-05,1,3.483050847457627
73,59,-0.026592635885447104,0.05314765562424262,2025-05,2,3.4734073641145535
82,58,-0.010581685071826264,0.006930336809121362,2025-05,6,3.4464609800362975
48,58,-0.019194684548894156,0.033644615613792284,2025-05,2,3.433756805807622
59,59,-0.009760374050263011,0.011311334452745236,2025-05,3,3.4190531852717707
32,59,-0.0019286966686148457,0.00038177840725828194,2025-05,1,3.4167153711279954
80,59,-0.03009935710111047,0.07145070043103441,2025-05,2,3.2834599649327876
81,59,-0.014202220923436587,0.017808049797035874,2025-05,3,3.201052016364699
78,58,-0.0015072749084868815,0.0002713591340377519,2025-04,3,3.1796733212341195
65,57,-0.007972517500648174,0.005917353397950853,2025-05,3,3.1723057644110275
35,58,-0.009382017287520382,0.008128508463915884,2025-05,3,3.016333938294011
72,59,-0.008649912331969607,0.007490185886826706,2025-05,3,2.876095850379895
66,56,-0.025529733424470277,0.04222186323287891,2025-05,2,2.825974025974025
143,59,-0.035593220338983066,0.13143884892086355,2025-05,4,2.7966101694915246
53,57,-0.005574280528908479,0.004603288940820294,2025-05,6,2.7155388471177946
58,56,-0.020027341079972654,0.03635051022568514,2025-05,2,2.714935064935065
114,60,-0.040316754654070606,0.1215786858393968,2025-05,1,2.687005649717513
25,56,-0.019822282980177713,0.03486935394260038,2025-05,3,2.5779220779220777
38,57,-0.025926886180969663,0.06755805770584078,2025-05,3,2.5288220551378453
44,59,-0.013793103448275872,0.02612995543044816,2025-05,3,2.501461133839859
